utterance,topic_id,topic_label,is_new_topic
"i wanna get an invoice, tell me where to do it",3,Missing Invoices & Download Issues,False
where can i view your payment methods?,47,Payment Methods,True
"i want to lodge an comment, could u help me ?",11,Customer Reviews and Feedback,False
can u ask an agent if i can receive the newsletter?,28,Newsletter Subscriptions & Updates,False
I need help reporting issues making a payment,1,Payment Problems & Reporting,False
"I don't like the service, what can I do to submit a complaint?",18,Consumer Complaints and Dissatisfaction,False
"the fucking concert was postponed, help me obtain a reimbursement, please",10,Event Cancellation and Refunds,False
"I've got no online account, how do I register?",2,Account Creation Problems,False
i have a problem when trying o pay and i want to notify it,1,Payment Problems & Reporting,False
"i changed my mind, close my profile",31,Compromised Account Recovery,False
"i cant remember my password, can u recover it?",12,Password Recovery & Account Access,False
"someone stole my password, how can i reset it?",12,Password Recovery & Account Access,False
"i want an account and i wanna open one, please",2,Account Creation Problems,False
"I want to see the status of my order, what can I do?",-1,Outlier/Noise,False
"i want information, can u call customer service?",20,Customer Support & Contact,False
I want to know what the email address of the Client Service is,20,Customer Support & Contact,False
"I have a problem when trying to pay, I need help reporting it",1,Payment Problems & Reporting,False
could u ask an agent how i could check my fucking invoice?,35,Invoice Support Requests,False
can you tell me how I can change my order?,5,Order Modifications & Changes,False
can you tell me if I can register several online accounts with a single email address?,13,Account Creation & Management,False
"please, can you ask an agent how to see my bill?",21,Bill Downloading Help,False
"I need information, what do I have to do to contact Customer Service?",20,Customer Support & Contact,False
"I bought something, what should I do to change my order?",5,Order Modifications & Changes,False
ask an agent how i can report problems paying,7,Payment & Account Issues,False
can you check my otder ?,30,Payment Processing & Billing Errors,False
how to contact a human,9,Human Interaction Support,False
help me leave a review,11,Customer Reviews and Feedback,False
"the show was postponed, how do I obtain a reimbursement?",10,Event Cancellation and Refunds,False
I needx help reporting problems wit my payment,1,Payment Problems & Reporting,False
"I didn't receive my invoice, can I view i?",3,Missing Invoices & Download Issues,False
where to inform of a problem with my payment,1,Payment Problems & Reporting,False
"I don't want my profile, can you close it?",31,Compromised Account Recovery,False
where can I see your reimbursement policy?,-1,Outlier/Noise,False
"I would like a fucking user account , how can I open one?",2,Account Creation Problems,False
"i wanna use my other account, what do i have to do to switch them?",38,Account Switching and Preferences,False
"I need information, what can I do to send an email to fucking Client Service?",20,Customer Support & Contact,False
i want to update my shipping address,32,Shipping Address Management,False
"my online account has been hacked, how do i recover it?",33,Email & Contact Information,False
"please, ask an agent if I can notify a fucking issue making a payment",7,Payment & Account Issues,False
you're not helping and I want to speak with a human,9,Human Interaction Support,False
"I haven't got auser account, help me open one",2,Account Creation Problems,False
"an error pops when i attempt to pay for my order, what can i do?",36,Order Placement Errors,False
I want to know where I can track my delivery,43,Delivery Tracking,True
"i got an error message when i tried to make a payment, but my card was charged anyway, can u notify it?",52,Payment Error & Accidental Charge,True
can I leave an review?,11,Customer Reviews and Feedback,False
"I want information, what can I do to send an email to Client Service?",20,Customer Support & Contact,False
"ask an agent how i can remove my online account, please",17,Account Profile & Agent Changes,False
"I have an issue when trying to make a payment, can you inform of it?",1,Payment Problems & Reporting,False
"I'm happy with the service, I need help submitting a review",11,Customer Reviews and Feedback,False
I want information about the cancellation fees,19,Cancellation Fees and Penalties,False
I want to know how I can request some invoices,3,Missing Invoices & Download Issues,False
"I can't unedrstand you, how do I contact someone?",9,Human Interaction Support,False
"I get an error when I try to pay with card, what can I do?",34,Payment Error & Checkout Issues,False
I want to notify payment issues,1,Payment Problems & Reporting,False
where could i delete my fucking profile?,31,Compromised Account Recovery,False
"I do not like the service , I need help submitting a complaint, please",18,Consumer Complaints and Dissatisfaction,False
"I wanna download a bill, can you tell me how to do it?",21,Bill Downloading Help,False
can I get the tracking number for my order?,-1,Outlier/Noise,False
can u ask an agent if i can report issues making a payment?,7,Payment & Account Issues,False
how to talk to cutsomer service,20,Customer Support & Contact,False
"please, could u ask an agent to give me information about my invoice?",35,Invoice Support Requests,False
help me call Customer Service,20,Customer Support & Contact,False
