utterance,category
I want to know something about obtaining some invoices,INVOICES
ask an agent how i can solve payment issues,PAYMENT
"the game was cancelled, what should I do to obtain a refund?",REFUNDS
"I lost my invoice, can you show it?",INVOICES
i get an error when i attempt to make a payment for my order,PAYMENT
can u ask an agent how i can solve an issue with my payment?,PAYMENT
"the game was postponed, what can I do to get a reimbursement?",REFUNDS
"I want a refund, what do I have to do to request one ?",REFUNDS
"please, can u ask an agent how I can change my fucking order?",ORDER
"I don't know anything about your money back policy, can you tell me about it?",REFUNDS
"I ordered an item and Id like to modify my fucking order, please",ORDER
you're not helping,CONTACT
"I got an error when I attempted to make a payment, but I was charged anyway, what should I do to inform of it?",PAYMENT
i want to send a email to client service,CONTACT
"my user account was hacked, what do i have to do to get it back?",ACCOUNT
ask an agent fi i can lodge a complaint for a service,FEEDBACK
"please, could u ask an agent where i could check my fucking bills?",INVOICES
tell me where I can download an invoice,INVOICES
"I don't like the service, what should I do to file a complaint?",FEEDBACK
"i dont want my fucking online account, could u cancel it?",ACCOUNT
"i dont have a user account, i need help registering, please",ACCOUNT
ask an agent if my fucking orders are out for delivery,ORDER
"please, could you ask an agent where I could view the status of my fucking purchase?",ORDER
"the game was postponed, help me request a refund",REFUNDS
how could I leave a fucking review?,FEEDBACK
"the concert was postponed, what do i have to do to get a refund?",REFUNDS
could u ask an agent where i can see my bill?,INVOICES
can you tell me if I can register more than one profile with the same email address?,ACCOUNT
I'm having problems creating an account,ACCOUNT
can you tell me if i can create several online accounts with an single email?,ACCOUNT
ask an agent how to switch to another account,ACCOUNT
"i have a problem paying with card, how do i report it?",PAYMENT
"the game was cancelled, what do i have to do to obtain a refund?",REFUNDS
can you tell me the number to contact customer support?,CONTACT
can u ask an agent howi could send an email to client service?,CONTACT
"I changed my mind, how do I delete my user account?",ACCOUNT
what's the email of the Customer Support?,CONTACT
help me inform of payment problems,PAYMENT
I want to check your money bck policy,REFUNDS
"I have a problem when trying to pay with card, what should I do to report it?",PAYMENT
i want to know where to check my orders,ORDER
I want to know what the number to contact Customer Support is,CONTACT
tell me if I can create several accounts with a single email,ACCOUNT
"i need information, i need help calling customer service",CONTACT
"I don't have a profile, what do I have to do?",ACCOUNT
I need helptracking myu deliveries,ORDER
"could you tell me how I could get an invoice, please?",INVOICES
"i can't find my invoices, can u view them?",INVOICES
i wanna know how I can see an invoice,INVOICES
can i update the information on my profile?,ACCOUNT
where do i file a complaint?,FEEDBACK
can I cancel my user acciunt ?,ACCOUNT
I want information about your payment options,PAYMENT
"I'm happy with the service, I need help making an opinion",FEEDBACK
"can you tell me if I could create two profiles with a single email address, please?",ACCOUNT
"I have a problem paying for my online order, what do I have to do to report it?",PAYMENT
"you aren't helping, how do I talk to a person?",CONTACT
"I have a question, can you speak with Customer Support?",CONTACT
ask an agent about the options for delivery,DELIVERY
i want to know about receiving the newsletter,NEWSLETTER
"I'd like to check the cancellation fee, what can I do?",CANCELLATION_FEE
where do i view the cancelltion fees?,CANCELLATION_FEE
can I innform of a problem paying?,PAYMENT
"I don't understand you, can I speak with a human agent?",CONTACT
"i have an issue paying for my order, i need help reporting it",PAYMENT
"I need a reimbursement, can I request one?",REFUNDS
"I have a question, how can I speak with Customer Support?",CONTACT
where do I view my bills?,INVOICES
"I want to check my order, can you tell me how to do it?",ORDER
"someone stole my password, what should I do to retrieve it?",ACCOUNT
"I forgot my account password, can you recover it, please?",ACCOUNT
can you request an invoice ?,INVOICES
ask an agent to inform of a problem with my payment,PAYMENT
where to see the options for delivery,DELIVERY
can i register several accounts with a single email address?,ACCOUNT
I yave an issue when trying to make a payment with card and I want to notify it,PAYMENT
"I got an error whenI tried to pay, but my card was charged anyway, how do I notify it?",PAYMENT
ask an agent what the hours of customer support are,CONTACT
"I'm discontent with the service, could you lodge a fucking complaint, please?",FEEDBACK
i wanna write a comment,FEEDBACK
"I've got no online account, could you open one, please?",ACCOUNT
"i have an issue paying, can i report it?",PAYMENT
can you tell me if i can create several user accounts with a single email address?,ACCOUNT
i want to speak with client service,CONTACT
I want to know if I get a full refund in case I cancel my tickets,REFUNDS
"I want to know the status of my reimbursement, can you help me?",REFUNDS
I'm having an issue creating a profile,ACCOUNT
"I got an error message when I tried to make a payment, but I was charged anyway and I want to report it",PAYMENT
"could you ask an agent if I could inform of issues with my payment, please?",PAYMENT
"I changed my mind, can I delete my account?",ACCOUNT
how do i change to another profile?,ACCOUNT
i wanna know if you have a newsletter I can receive,NEWSLETTER
"i wanna open an online account, what do i have to do?",ACCOUNT
"i have no user account, can u open one, please?",ACCOUNT
i wanna check my bills,INVOICES
i need help retrieving my account password,ACCOUNT
"i wanna check your payment methods, what should i do?",PAYMENT
where to change to another online account,ACCOUNT
"i havent got a user account, can u register?",ACCOUNT
how do I make a purchase?,ORDER
"I got an error when I tried to make a payment, but I was charged anyway, what do I have to do to inform of it?",PAYMENT
how do I notify payment problems?,PAYMENT
"could u ask an agent how to solve fucking payment issues, please?",PAYMENT
i wanna view the status of my order,ORDER
"could u ask an agent how i can report problems with my payment, please?",PAYMENT
"please, could u ask an agent if i can report payment problems?",PAYMENT
"I can't remember my account password, reset it",ACCOUNT
"I want to see my bills, can you help me?",INVOICES
can u ask an agent to speak with client service?,CONTACT
"I don't understand you, what should I do to contact a person ?",CONTACT
"please, i want to know if i could create two user accounts with a single email",ACCOUNT
I want to know if I can create several user accounts with the same email address,ACCOUNT
where to modify my purchase,ORDER
"I bought something, how do I change my order?",ORDER
I'm discontent with the service and I want to file a complaint,FEEDBACK
"I have an issue making a payment with card, inform of it",PAYMENT
I want to know about changing my order,ORDER
ask an agnet how i could update my profile,ACCOUNT
"i want to obtain a refund, what should i do ?",REFUNDS
ask an agent where i can create an account,ACCOUNT
help me see your payment options,PAYMENT
"I can't find my invoices, what do I have to do to view them?",INVOICES
"i wanna close my online account, how could i do it?",ACCOUNT
"I have an issue paying for my online order, what ahould I do to notify it?",PAYMENT
i need information about the status of my reimbursement,REFUNDS
"I have a question, can you call Client Service?",CONTACT
where can I view my invoice?,INVOICES
I do not understand you and I'd like to contact a person,CONTACT
"I got an error message when I attempted to make a payment, but my card was charged anyway, what do I have to do to notify it?",PAYMENT
I changed my mind aznd I want to delete my user account,ACCOUNT
