flags,utterance,category,intent
BILQC,"i want to cancel a purchase, can u help me?",ORDER,cancel_order
BILQC,"I purchased a product, how can I change my purchase?",ORDER,change_order
BSLQ,I need help switching to another profile,ACCOUNT,switch_account
BPLZ,"help mew switch to another online account, please",ACCOUNT,switch_account
BILC,"I can't remember my password, how do I reset it?",ACCOUNT,recover_password
BLC,"you're not helping, speak with a human agent",CONTACT,contact_human_agent
BILQD,can u ask an agent to inform of an issue with my payment?,PAYMENT,payment_issue
BILC,"i got an error when i tried to pay, but i was charged anyway, what can i do to notify it?",PAYMENT,payment_issue
BILCZ,"i get an error message when i attempt to pay with card, what should i do ?",PAYMENT,payment_issue
BIPLDW,could you ask an agent how to see my fucking invoices?,INVOICES,check_invoices
BIPLQW,could I remove my fucking profile?,ACCOUNT,delete_account
BILZ,acn you download a bill?,INVOICES,get_invoice
BL,tell me if I can pay with Visa,PAYMENT,check_payment_methods
BLQ,i want to contact customer support,CONTACT,contact_customer_service
BIPLD,"please, could you ask an agent how I can switch to another online account?",ACCOUNT,switch_account
BILW,can I inform of a fucking issue with my payment?,PAYMENT,payment_issue
BILC,"I'm happy with the service, what should I do to submit an opinion?",FEEDBACK,review
BILQC,"I have a question, what do I have to do to speak with Customer Support?",CONTACT,contact_customer_service
BLC,I have an issue paying for my order and I want to inform of it,PAYMENT,payment_issue
BL,where to edit my shipping address,SHIPPING,change_shipping_address
BPLD,"ask an agent to check their money back policy, please",REFUNDS,check_refund_policy
BILC,"I haven't got an online account, what should I do to create one?",ACCOUNT,create_account
BIL,where do I lodge a complaint for a service?,FEEDBACK,complaint
BILQC,"I have an issue when trying to make a payment with card, how do I notify it?",PAYMENT,payment_issue
BLQC,"i got an error when i tried to pay, but my card was charged anyway and i wanna inform of it",PAYMENT,payment_issue
BILQC,"i bought an item, can i modify my purchase?",ORDER,change_order
BLC,"I've got no account, register",ACCOUNT,create_account
BIPLQC,"id like to submit a consumer complaint for a service, what do i have to do?",FEEDBACK,complaint
BLQZ,I get a error when I try to make an payment for my online order,PAYMENT,payment_issue
BLD,ask an agent how i can view the status of my refund,REFUNDS,track_refund
BIL,where can i inform of an issue with my payment?,PAYMENT,payment_issue
BPLCZ,"I got an error message whne I attempted to pay, but mh card was charged anyway, inform of it, please",PAYMENT,payment_issue
BILC,"my profile's been hacked, what can I do?",ACCOUNT,recover_password
BIQC,"I want a refund, can I get one?",REFUNDS,get_refund
BILQC,"the event was cancelled, what should I do to obtain a refund?",REFUNDS,get_refund
BILC,"I have a question, how can I talk to Client Service?",CONTACT,contact_customer_service
BIPLQD,could u ask an agent how to see my invoices?,INVOICES,check_invoices
BLC,"my account's been hacked, help me recover it",ACCOUNT,recover_password
BILC,"I want to file an opinion, what can I do?",FEEDBACK,review
BPLD,"please, ask an agent to check their payment options",PAYMENT,check_payment_methods
BMQ,I want to know how to get some invoices,INVOICES,get_invoice
BML,tell me where to track my shipments,ORDER,track_order
BLC,"I can't understand you, speak with someone",CONTACT,contact_human_agent
B,how to delete my account,ACCOUNT,delete_account
BML,how to track my deliveries,ORDER,track_order
BSLQ,I wanna ask for information about obtaining a bill,INVOICES,get_invoice
BSLQC,"I bought an item, I need help changing my purchase",ORDER,change_order
BPLD,"ask an agent when I will get a reimbursement, please",REFUNDS,get_refund
BIMLQZ,can you tell me if I can rceate more than one account with a single email address?,ACCOUNT,create_account
BQC,i cant remember my password and i want to recover it,ACCOUNT,recover_password
BMSL,I want to know something about requesting some invoices,INVOICES,get_invoice
BIZ,where can I subscribe to the newsletter ?,NEWSLETTER,newsletter_subscription
BIPMLQD,could u ask an agent how i could see my bill?,INVOICES,check_invoices
BILQD,can u ask an agent where to cancel my profile?,ACCOUNT,delete_account
BIQC,"i dont understand you, can i contact a human agent?",CONTACT,contact_human_agent
BL,help me open a user account,ACCOUNT,create_account
BLQD,ask an agent if i can obtain a reimbursement,REFUNDS,get_refund
BILQC,"I want information, what can I do to contact Customer Support?",CONTACT,contact_customer_service
BIPLC,"I got an error when I tried to make a payment, but I was charged anyway, could you notify it?",PAYMENT,payment_issue
BLZ,tell me if  can register several accounts with the same email address,ACCOUNT,create_account
BLC,"someone stole my password, help me retrieve it",ACCOUNT,recover_password
BSLQC,"I want information, I need help sending an email to Client Service",CONTACT,contact_customer_service
BILC,"I got an error when I tried to make a payment, but my card was charged anyway, can I report it?",PAYMENT,payment_issue
BILQC,"i need a user account, can u open one?",ACCOUNT,create_account
BILCZ,"I want to use mmy other user account, how do I change them?",ACCOUNT,switch_account
BSLC,"I made a mistake, I need help modifying my order",ORDER,change_order
BMLQD,ask an agent if i can report payment problems,PAYMENT,payment_issue
BSLCZ,"I have no user account, I need help pening one",ACCOUNT,create_account
BIML,where can i inform of issues making a payment?,PAYMENT,payment_issue
BILCZ,"i have a problem when trying to pay for my order, how do i notify it ?",PAYMENT,payment_issue
BILC,"the concert was postponed, can i obtain a refund?",REFUNDS,get_refund
BILQCZ,"i got an err when i tried to pay, but i was charged anyway, can i inform of it?",PAYMENT,payment_issue
BILC,"I don't want my account, can you remove it?",ACCOUNT,delete_account
BL,help me contact someone,CONTACT,contact_human_agent
BILC,"I want to reset my account password, can you help me?",ACCOUNT,recover_password
BIMLQ,where do I see the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
BSLC,"I've got no online account, I need help creating one",ACCOUNT,create_account
BIPSC,"I didn't receive my invoices, could you check them, please?",INVOICES,check_invoices
BILC,"I got an error when I tried to make a payment, but I was charged anyway, what can I do to report it?",PAYMENT,payment_issue
BILCZ,"I've got no online account, what do I have to doo to create one?",ACCOUNT,create_account
BIPL,"please, could you tell me how to request an invoice?",INVOICES,get_invoice
BLQC,"I wanna change my purchase, tell me how I can do it",ORDER,change_order
BMLZ,where toreport issues paying,PAYMENT,payment_issue
BML,"I want to download some invoices, can you show me some information?",INVOICES,get_invoice
BPLQCZ,"I bought something and Id like to change my purchase, plezse",ORDER,change_order
BLC,I have a question and I want to call Customer Service,CONTACT,contact_customer_service
BLC,"I haven't got an account, open one",ACCOUNT,create_account
BIMLQC,"i wanna view cancellation fees, what can i do?",CANCELLATION_FEE,check_cancellation_fee
BISLC,"I can't find my bills, what do I have to do to check them?",INVOICES,check_invoices
BIQD,can u ask an agent if i can change to another account?,ACCOUNT,switch_account
BLQC,"i got an error message when i attempted to make a payment, but my card was charged anyway, inform of it",PAYMENT,payment_issue
BLQC,"I want to modify my purchase, can you show me some information?",ORDER,change_order
BM,I found a problem while registering,ACCOUNT,registration_problems
BILQC,"I changed my mind, how can I delete my profile?",ACCOUNT,delete_account
BLCZ,I don't want my accvount and I want to close it,ACCOUNT,delete_account
BL,I have problems creating a profile,ACCOUNT,registration_problems
BSL,I need help reporting an issue paying,PAYMENT,payment_issue
BILQC,"I got an error when I attempted to pay, but my card was charged anyway, what can I do?",PAYMENT,payment_issue
BILZ,how do I view out reimbursement policy?,REFUNDS,check_refund_policy
BSLCZ,"I want to use my other online account, I neerd help changing them",ACCOUNT,switch_account
BMSLQC,I lost my bill and I want to view it,INVOICES,check_invoices
BLQC,"i got an error when i tried to pay, but i was charged anyway and i wanna inform of it",PAYMENT,payment_issue
BIL,what's the number to contact Client Service?,CONTACT,contact_customer_service
BIPMLQDW,could u ask an agent to show me information about the fucking cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
BIPLZ,could I view yoru payment options?,PAYMENT,check_payment_methods
BI,can you tell me how I can know where my order is?,ORDER,track_order
BILQC,"I purchased something, can I modify my order?",ORDER,change_order
BILC,"I got an error message when I tried to make a payment, but I was charged anyway, can I notify it?",PAYMENT,payment_issue
BML,where to report problems paying,PAYMENT,payment_issue
BPMLWZ,"please , i want to know if i can register more than one fucking jser account with the same email",ACCOUNT,create_account
BPLQD,ask an agent if I could delete my user account,ACCOUNT,delete_account
BILC,"I purchased an item, how do I change my order?",ORDER,change_order
BIQD,can u ask an agent if i can set up my shipping address?,SHIPPING,set_up_shipping_address
BSLC,"I don't want my user account, I need help removing it",ACCOUNT,delete_account
BILQCZ,"my account's been hacked , how can I get it back?",ACCOUNT,recover_password
BILQCZ,"i dont understand you, how can i talk to a human ?",CONTACT,contact_human_agent
BILC,"I want information, what can I do to speak with Customer Support?",CONTACT,contact_customer_service
BIPMLD,can you ask an agent if I could notify payment issues?,PAYMENT,payment_issue
BLZ,where to check yourpayment options,PAYMENT,check_payment_methods
BLC,"I want to change my purchase, tell me where to do it",ORDER,change_order
BIPLD,"please, could you ask an agent where I could file a consumer complaint for a service?",FEEDBACK,complaint
BMLQ,I want to check my bill,INVOICES,check_invoices
BQ,I want to get an invoice,INVOICES,get_invoice
BILQC,"im discontent with the service, what should i do to submit a consumer complaint?",FEEDBACK,complaint
BL,help me report a problem paying,PAYMENT,payment_issue
BILC,"i bought an item, what should i do to modify my purchase?",ORDER,change_order
BMSLQ,I need help obtaining some invoices,INVOICES,get_invoice
BILC,"I haven't got an online account, can you help me?",ACCOUNT,create_account
BILQ,"I want to see an invoice, can you tell me how to do it?",INVOICES,get_invoice
BIPLQDZ,"can u ask an agent how i could mje a complaint, please?",FEEDBACK,complaint
BILCZ,"I'm not happy with the service, what can I do to submit a cvomplaint?",FEEDBACK,complaint
BSLQC,"I need information, I need help sending an email to Customer Support",CONTACT,contact_customer_service
